지역,대학명,전형유형,모집단위,2025 입시결과 경쟁,2025 입시결과 70%,2024 입시결과 경쟁,2024 입시결과 70%
인천,인천대학교,학생부교과,컴퓨터공학부,6.58,2.74,8.33,2.74
인천,인천대학교,학생부교과,정보통신공학과,8.47,3.04,7.47,3.13
인천,인천대학교,학생부교과,임베디드시스템공학과,9.0,2.98,15.0,3.02
인천,인천대학교,학생부교과,경영학부,6.13,3.74,7.21,2.74
인천,인천대학교,학생부교과,데이터과학과,8.0,3.15,,
인천,인천대학교,학생부교과,세무회계학과,6.0,2.88,10.4,2.65
인천,인천대학교,학생부교과,디자인학부,12.5,3.06,8.4,3.22
인천,인천대학교,학생부교과,국어교육과,9.0,2.5,25.0,
인천,인천대학교,학생부교과,영어교육과,6.0,2.71,8.67,
인천,인천대학교,학생부교과,일어교육과,10.33,2.59,21.67,
인천,인천대학교,학생부교과,수학교육과,6.33,,9.33,
인천,인천대학교,학생부교과,유아교육과,6.25,4.89,8.75,2.76
인천,인천대학교,학생부교과,역사교육과,6.5,3.27,13.0,
인천,인천대학교,학생부교과,윤리교육과,9.5,2.51,12.5,
인천,인천대학교,학생부교과,도시행정학과,19.25,2.74,12.25,3.19
인천,인천대학교,학생부교과,건설환경공학전공,8.92,3.15,7.84,3.2
인천,인천대학교,학생부교과,환경공학전공,9.5,3.07,,
인천,인천대학교,학생부교과,도시공학과,27.6,3.12,6.2,3.69
인천,인천대학교,학생부교과,도시건축학부,7.56,3.19,7.06,3.12
인천,인천대학교,학생부교과,생명과학전공,7.0,2.76,10.7,2.7
인천,인천대학교,학생부교과,분자의생명전공,7.6,2.7,,
인천,인천대학교,학생부교과,생명공학전공,7.0,3.66,6.54,2.43
인천,인천대학교,학생부교과,나노바이오공학전공,7.5,3.06,,
인천,인천대학교,학생부교과,# 자유전공학부(인문),,,,
인천,인천대학교,학생부교과,# 자유전공학부(자연),,,,
인천,인천대학교,학생부교과,동북아국제통상전공,4.71,3.62,6.59,2.53
인천,인천대학교,학생부교과,법학부,5.86,3.19,7.29,2.95
인천,인천대학교,학생부교과,국어국문학과,17.25,2.86,7.5,3.4
인천,인천대학교,학생부교과,영어영문학과,5.0,3.31,9.0,2.62
인천,인천대학교,학생부교과,독어독문학과,11.2,3.06,8.8,3.32
인천,인천대학교,학생부교과,불어불문학과,9.8,3.23,10.4,3.17
인천,인천대학교,학생부교과,일본지역문화학과,13.0,2.98,8.4,3.24
인천,인천대학교,학생부교과,중어중국학과,6.0,3.33,9.14,3.04
인천,인천대학교,학생부교과,수학과,4.6,2.97,8.0,2.85
인천,인천대학교,학생부교과,물리학과,5.57,3.63,7.43,3.19
인천,인천대학교,학생부교과,화학과,4.86,2.68,9.29,2.69
인천,인천대학교,학생부교과,패션산업학과,4.0,3.56,8.0,2.8
인천,인천대학교,학생부교과,해양학과,12.5,2.92,13.5,3.24
인천,인천대학교,학생부교과,사회복지학과,7.0,3,10.25,2.81
인천,인천대학교,학생부교과,미디어커뮤니케이션학과,7.5,2.8,11.25,2.51
인천,인천대학교,학생부교과,문헌정보학과,10.25,2.7,8.25,3.11
인천,인천대학교,학생부교과,창의인재개발학과,8.75,2.94,56.75,2.93
인천,인천대학교,학생부교과,행정학과,4.2,3.91,9.6,2.67
인천,인천대학교,학생부교과,정치외교학과,5.0,3.77,11.25,2.98
인천,인천대학교,학생부교과,경제학과,5.3,2.85,13.6,2.87
인천,인천대학교,학생부교과,Global Trade&Service 학부,5.54,3.03,8.64,2.9
인천,인천대학교,학생부교과,소비자학과,5.2,3.28,13.2,2.87
인천,인천대학교,학생부교과,기계공학과,10.73,2.94,7.6,3.13
인천,인천대학교,학생부교과,전기공학과,4.9,3.16,7.5,2.68
인천,인천대학교,학생부교과,전자공학부,3.93,3.08,14.79,2.6
인천,인천대학교,학생부교과,산업경영공학과,4.67,2.78,7.89,2.86
인천,인천대학교,학생부교과,신소재공학과,3.4,3.86,10.2,2.37
인천,인천대학교,학생부교과,안전공학과,5.0,2.92,7.0,2.93
인천,인천대학교,학생부교과,에너지화학공학과,4.67,3.26,38.0,2.34
인천,인천대학교,학생부교과,바이오-로봇시스템공학과,4.67,3.03,,
인천,인천대학교,학생부교과,컴퓨터공학부,4.93,2.96,9.57,2.6
인천,인천대학교,학생부교과,정보통신공학과,6.27,2.82,6.36,2.96
인천,인천대학교,학생부교과,임베디드시스템공학과,5.6,3.1,16.8,2.78
인천,인천대학교,학생부교과,경영학부,4.42,3.13,10.33,2.57
인천,인천대학교,학생부교과,데이터과학과,4.5,3.75,,
인천,인천대학교,학생부교과,세무회계학과,6.25,2.69,6.75,3.0
인천,인천대학교,학생부교과,도시행정학과,4.25,2.95,9.75,2.69
인천,인천대학교,학생부교과,건설환경공학전공,5.43,2.96,6.27,2.99
인천,인천대학교,학생부교과,환경공학전공,4.5,3.05,,
인천,인천대학교,학생부교과,도시공학과,4.0,3.02,5.6,2.95
인천,인천대학교,학생부교과,도시건축학부,4.36,3.1,7.82,2.94
인천,인천대학교,학생부교과,생명과학전공,4.0,4.64,19.13,2.5
인천,인천대학교,학생부교과,분자의생명전공,4.0,2.5,,
인천,인천대학교,학생부교과,생명공학전공,3.75,3.17,7.38,2.24
인천,인천대학교,학생부교과,나노바이오공학전공,4.5,2.58,,
인천,인천대학교,학생부교과,# 자유전공학부(인문),,,,
인천,인천대학교,학생부교과,# 자유전공학부(자연),,,,
인천,인천대학교,학생부교과,법학부,6.13,2.99,6.38,2.98
인천,인천대학교,학생부교과,국어국문학과,,,,
인천,인천대학교,학생부교과,영어영문학과,,,,
인천,인천대학교,학생부교과,독어독문학과,,,,
인천,인천대학교,학생부교과,불어불문학과,,,,
인천,인천대학교,학생부교과,일본지역문화학과,,,,
인천,인천대학교,학생부교과,중어중국학과,,,,
인천,인천대학교,학생부교과,수학과,,,,
인천,인천대학교,학생부교과,물리학과,,,,
인천,인천대학교,학생부교과,화학과,,,,
인천,인천대학교,학생부교과,패션산업학과,,,,
인천,인천대학교,학생부교과,해양학과,,,,
인천,인천대학교,학생부교과,사회복지학과,,,,
인천,인천대학교,학생부교과,미디어커뮤니케이션학과,,,,
인천,인천대학교,학생부교과,문헌정보학과,,,,
인천,인천대학교,학생부교과,창의인재개발학과,,,,
인천,인천대학교,학생부교과,행정학과,,,,
인천,인천대학교,학생부교과,정치외교학과,,,,
인천,인천대학교,학생부교과,경제학과,,,,
인천,인천대학교,학생부교과,Global Trade&Service 학부,,,,
인천,인천대학교,학생부교과,소비자학과,,,,
인천,인천대학교,학생부교과,기계공학과,,,,
인천,인천대학교,학생부교과,전기공학과,,,,
인천,인천대학교,학생부교과,전자공학부,,,,
인천,인천대학교,학생부교과,산업경영공학과,,,,
인천,인천대학교,학생부교과,신소재공학과,,,,
인천,인천대학교,학생부교과,안전공학과,,,,
인천,인천대학교,학생부교과,에너지화학공학과,,,,
인천,인천대학교,학생부교과,바이오-로봇시스템공학과,,,,
인천,인천대학교,학생부교과,컴퓨터공학부,,,,
인천,인천대학교,학생부교과,정보통신공학과,,,,
인천,인천대학교,학생부교과,임베디드시스템공학과,,,,
인천,인천대학교,학생부교과,경영학부,,,,
인천,인천대학교,학생부교과,데이터과학과,,,,
인천,인천대학교,학생부교과,세무회계학과,,,,
인천,인천대학교,학생부교과,도시행정학과,,,,
인천,인천대학교,학생부교과,건설환경공학전공,,,,
인천,인천대학교,학생부교과,환경공학전공,,,,
인천,인천대학교,학생부교과,도시공학과,,,,
인천,인천대학교,학생부교과,도시건축학부,,,,
인천,인천대학교,학생부교과,생명과학전공,,,,
인천,인천대학교,학생부교과,분자의생명전공,,,,
인천,인천대학교,학생부교과,나노바이오공학전공,,,,
인천,인천대학교,학생부교과,법학부,,,,
인천,인천대학교,학생부종합,국어국문학과,9.7,,,
인천,인천대학교,학생부종합,영어영문학과,9.63,,,
인천,인천대학교,학생부종합,독어독문학과,8.18,,,
인천,인천대학교,학생부종합,불어불문학과,17.91,,,
인천,인천대학교,학생부종합,일본지역문화학과,10.73,,,
인천,인천대학교,학생부종합,중어중국학과,10.63,,,
인천,인천대학교,학생부종합,수학과,6.15,,,
인천,인천대학교,학생부종합,물리학과,8.36,,,
인천,인천대학교,학생부종합,화학과,8.64,,,
인천,인천대학교,학생부종합,패션산업학과,16.31,,,
인천,인천대학교,학생부종합,해양학과,9.3,,,
인천,인천대학교,학생부종합,사회복지학과,24.0,,,
인천,인천대학교,학생부종합,미디어커뮤니케이션학과,21.7,,,
인천,인천대학교,학생부종합,문헌정보학과,12.8,,,
인천,인천대학교,학생부종합,창의인재개발학과,10.3,,,
인천,인천대학교,학생부종합,행정학과,7.64,,,
인천,인천대학교,학생부종합,정치외교학과,12.7,,,
인천,인천대학교,학생부종합,경제학과,8.84,,,
인천,인천대학교,학생부종합,Global Trade&Service 학부,9.46,,,
인천,인천대학교,학생부종합,소비자학과,8.15,,,
인천,인천대학교,학생부종합,기계공학과,9.06,,,
인천,인천대학교,학생부종합,전기공학과,6.95,,,
인천,인천대학교,학생부종합,전자공학부,6.36,,,
인천,인천대학교,학생부종합,산업경영공학과,7.24,,,
인천,인천대학교,학생부종합,신소재공학과,11.15,,,
인천,인천대학교,학생부종합,안전공학과,6.77,,,
인천,인천대학교,학생부종합,에너지화학공학과,8.31,,,
인천,인천대학교,학생부종합,바이오-로봇시스템공학과,12.54,,,
인천,인천대학교,학생부종합,컴퓨터공학부,12.48,,,
인천,인천대학교,학생부종합,정보통신공학과,7.67,,,
인천,인천대학교,학생부종합,임베디드시스템공학과,11.62,,,
인천,인천대학교,학생부종합,경영학부,24.33,,,
인천,인천대학교,학생부종합,데이터과학과,,,,
인천,인천대학교,학생부종합,세무회계학과,7.1,,,
인천,인천대학교,학생부종합,운동건강학부,25.25,,,
인천,인천대학교,학생부종합,국어교육과,12.5,,,
인천,인천대학교,학생부종합,영어교육과,11.67,,,
인천,인천대학교,학생부종합,일어교육과,7.5,,,
인천,인천대학교,학생부종합,수학교육과,7.0,,,
인천,인천대학교,학생부종합,유아교육과,11.75,,,
인천,인천대학교,학생부종합,역사교육과,11.6,,,
인천,인천대학교,학생부종합,윤리교육과,10.8,,,
인천,인천대학교,학생부종합,도시행정학과,9.5,,,
인천,인천대학교,학생부종합,건설환경공학전공,7.8,,,
인천,인천대학교,학생부종합,환경공학전공,12.38,,,
인천,인천대학교,학생부종합,도시공학과,11.92,,,
인천,인천대학교,학생부종합,도시건축학부,9.43,,,
인천,인천대학교,학생부종합,생명과학전공,15.0,,,
인천,인천대학교,학생부종합,분자의생명전공,14.78,,,
인천,인천대학교,학생부종합,생명공학전공,11.7,,,
인천,인천대학교,학생부종합,나노바이오공학전공,10.88,,,
인천,인천대학교,학생부종합,동북아국제통상전공,6.5,,,
인천,인천대학교,학생부종합,스마트물류공학전공,,,,
인천,인천대학교,학생부종합,법학부,6.88,,,
인천,인천대학교,학생부종합,국어국문학과,,,,
인천,인천대학교,학생부종합,영어영문학과,,,,
인천,인천대학교,학생부종합,독어독문학과,,,,
인천,인천대학교,학생부종합,불어불문학과,,,,
인천,인천대학교,학생부종합,일본지역문화학과,,,,
인천,인천대학교,학생부종합,중어중국학과,,,,
인천,인천대학교,학생부종합,수학과,,,,
인천,인천대학교,학생부종합,물리학과,,,,
인천,인천대학교,학생부종합,화학과,,,,
인천,인천대학교,학생부종합,패션산업학과,,,,
인천,인천대학교,학생부종합,해양학과,,,,
인천,인천대학교,학생부종합,사회복지학과,,,,
인천,인천대학교,학생부종합,미디어커뮤니케이션학과,,,,
인천,인천대학교,학생부종합,문헌정보학과,,,,
인천,인천대학교,학생부종합,창의인재개발학과,,,,
인천,인천대학교,학생부종합,행정학과,,,,
인천,인천대학교,학생부종합,정치외교학과,,,,
인천,인천대학교,학생부종합,경제학과,,,,
인천,인천대학교,학생부종합,Global Trade&Service 학부,,,,
인천,인천대학교,학생부종합,소비자학과,,,,
인천,인천대학교,학생부종합,기계공학과,,,,
인천,인천대학교,학생부종합,전기공학과,,,,
인천,인천대학교,학생부종합,전자공학부,,,,
인천,인천대학교,학생부종합,산업경영공학과,,,,
인천,인천대학교,학생부종합,신소재공학과,,,,
인천,인천대학교,학생부종합,안전공학과,,,,
인천,인천대학교,학생부종합,에너지화학공학과,,,,
인천,인천대학교,학생부종합,바이오-로봇시스템공학과,,,,
인천,인천대학교,학생부종합,컴퓨터공학부,,,,
인천,인천대학교,학생부종합,정보통신공학과,,,,
인천,인천대학교,학생부종합,임베디드시스템공학과,,,,
인천,인천대학교,학생부종합,경영학부,,,,
인천,인천대학교,학생부종합,데이터과학과,,,,
인천,인천대학교,학생부종합,세무회계학과,,,,
인천,인천대학교,학생부종합,도시행정학과,,,,
인천,인천대학교,학생부종합,건설환경공학전공,,,,
인천,인천대학교,학생부종합,환경공학전공,,,,
인천,인천대학교,학생부종합,도시공학과,,,,
인천,인천대학교,학생부종합,도시건축학부,,,,
인천,인천대학교,학생부종합,생명과학전공,,,,
인천,인천대학교,학생부종합,분자의생명전공,,,,
인천,인천대학교,학생부종합,생명공학전공,,,,
인천,인천대학교,학생부종합,나노바이오공학전공,,,,
인천,인천대학교,학생부종합,법학부,,,,
인천,인천대학교,학생부종합,독어독문학과,,,,
인천,인천대학교,학생부종합,중어중국학과,,,,
인천,인천대학교,학생부종합,신소재공학과,,,,
인천,인천대학교,학생부종합,스포츠과학부,,,,
인천,인천대학교,학생부종합,도시건축학부,,,,
인천,인천대학교,학생부종합,분자의생명전공,,,,
인천,인천대학교,학생부종합,국어국문학과,,,,
인천,인천대학교,학생부종합,영어영문학과,,,,
인천,인천대학교,학생부종합,독어독문학과,,,,
인천,인천대학교,학생부종합,불어불문학과,,,,
인천,인천대학교,학생부종합,일본지역문화학과,,,,
인천,인천대학교,학생부종합,중어중국학과,,,,
인천,인천대학교,학생부종합,수학과,,,,
인천,인천대학교,학생부종합,물리학과,,,,
인천,인천대학교,학생부종합,화학과,,,,
인천,인천대학교,학생부종합,패션산업학과,,,,
인천,인천대학교,학생부종합,해양학과,,,,
인천,인천대학교,학생부종합,사회복지학과,,,,
인천,인천대학교,학생부종합,미디어커뮤니케이션학과,,,,
인천,인천대학교,학생부종합,문헌정보학과,,,,
인천,인천대학교,학생부종합,창의인재개발학과,,,,
인천,인천대학교,학생부종합,행정학과,,,,
인천,인천대학교,학생부종합,정치외교학과,,,,
인천,인천대학교,학생부종합,경제학과,,,,
인천,인천대학교,학생부종합,Global Trade&Service 학부,,,,
인천,인천대학교,학생부종합,소비자학과,,,,
인천,인천대학교,학생부종합,기계공학과,,,,
인천,인천대학교,학생부종합,전기공학과,,,,
인천,인천대학교,학생부종합,전자공학부,,,,
인천,인천대학교,학생부종합,산업경영공학과,,,,
인천,인천대학교,학생부종합,신소재공학과,,,,
인천,인천대학교,학생부종합,안전공학과,,,,
인천,인천대학교,학생부종합,에너지화학공학과,,,,
인천,인천대학교,학생부종합,바이오-로봇시스템공학과,,,,
인천,인천대학교,학생부종합,컴퓨터공학부,,,,
인천,인천대학교,학생부종합,정보통신공학과,,,,
인천,인천대학교,학생부종합,임베디드시스템공학과,,,,
인천,인천대학교,학생부종합,경영학부,,,,
인천,인천대학교,학생부종합,데이터과학과,,,,
인천,인천대학교,학생부종합,세무회계학과,,,,
인천,인천대학교,학생부종합,국어교육과,,,,
인천,인천대학교,학생부종합,영어교육과,,,,
인천,인천대학교,학생부종합,일어교육과,,,,
인천,인천대학교,학생부종합,유아교육과,,,,
인천,인천대학교,학생부종합,역사교육과,,,,
인천,인천대학교,학생부종합,윤리교육과,,,,
인천,인천대학교,학생부종합,도시행정학과,,,,
인천,인천대학교,학생부종합,건설환경공학전공,,,,
인천,인천대학교,학생부종합,도시공학과,,,,
인천,인천대학교,학생부종합,도시건축학부,,,,
인천,인천대학교,학생부종합,분자의생명전공,,,,
인천,인천대학교,학생부종합,생명공학전공,,,,
인천,인천대학교,학생부종합,법학부,,,,
인천,인천대학교,실기/실적,한국화전공,,,,
인천,인천대학교,실기/실적,서양화전공,,,,
인천,인천대학교,실기/실적,디자인학부,,,,
인천,인천대학교,실기/실적,공연예술학과,,,,
인천,인천대학교,실기/실적,스포츠과학부,,,,
인천,인천대학교,실기/실적,운동건강학부,,,,
인천,인천대학교,실기/실적,체육교육과,,,,
인천,인천대학교,실기/실적,스포츠과학부 축구(FW-남),,,,
인천,인천대학교,실기/실적,스포츠과학부 축구(MF-남),,,,
인천,인천대학교,실기/실적,스포츠과학부 축구(DF-남),,,,
인천,인천대학교,실기/실적,스포츠과학부 축구(GK-남),,,,
인천,인천대학교,실기/실적,스포츠과학부 테니스(여),,,,
인천,인천대학교,실기/실적,운동건강학부 배드민턴(여),,,,
인천,인천대학교,실기/실적,운동건강학부 사격-공기권총(남),,,,
인천,인천대학교,실기/실적,운동건강학부 사격-공기소총(남),,,,
인천,인천대학교,실기/실적,운동건강학부-양궁(남),,,,
인천,인천대학교,실기/실적,운동건강학부-양궁(여),,,,
인천,인천대학교,실기/실적,운동건강학부-탁구(여),,,,
인천,인천대학교,실기/실적,공연예술학과,,,,
서울,국민대학교,학생부교과,한국어문학부 국어국문학전공,7.0,2.19,7.11,2.3
서울,국민대학교,학생부교과,한국어문학부 글로벌한국어전공,9.0,2.47,18.5,
서울,국민대학교,학생부교과,영어영문학부,12.11,2.15,8.0,2.4
서울,국민대학교,학생부교과,중어중문학과,9.14,2.27,8.57,2.44
서울,국민대학교,학생부교과,한국역사학과,5.22,2.68,8.56,2.28
서울,국민대학교,학생부교과,행정학과,5.42,2.28,9.4,2.16
서울,국민대학교,학생부교과,정치외교학과,16.14,2.2,8.43,2.54
서울,국민대학교,학생부교과,사회학과,6.33,2.3,12.0,2.13
서울,국민대학교,학생부교과,미디어광고학부 미디어전공,8.13,2.01,11.0,2.13
서울,국민대학교,학생부교과,미디어광고학부 광고홍보학전공,8.17,2.12,10.0,2.25
서울,국민대학교,학생부교과,교육학과,7.5,2.29,12.75,1.8
서울,국민대학교,학생부교과,러시아유라시아학과,8.75,2.29,9.75,2.42
서울,국민대학교,학생부교과,동아시아국제학부,12.25,2.7,8.75,2.46
서울,국민대학교,학생부교과,법학부,5.27,2.16,9.79,2.25
서울,국민대학교,학생부교과,경제학과,6.0,2.07,19.43,2.11
서울,국민대학교,학생부교과,국제통상학과,6.4,2.21,16.5,2.15
서울,국민대학교,학생부교과,경영학부 경영학전공,4.81,2.99,11.08,1.91
서울,국민대학교,학생부교과,AI빅데이터융합 경영학과,5.0,2.49,10.13,2.07
서울,국민대학교,학생부교과,신소재공학부 에너지모빌리티재료전공,7.58,2.12,7.6,2.44
서울,국민대학교,학생부교과,신소재공학부 전자화학재료전공,4.75,2.05,6.6,2.09
서울,국민대학교,학생부교과,기계공학부,9.36,2.29,7.39,2.45
서울,국민대학교,학생부교과,전자공학부 지능형반도체융합전자전공,4.37,2.57,6.67,2.12
서울,국민대학교,학생부교과,전자공학부 지능형ICT융합전공,,,,
서울,국민대학교,학생부교과,전자공학부 모빌리티전력전자융합전공,4.58,2.2,10.78,2.29
서울,국민대학교,학생부교과,산림환경시스템학과,6.25,2.24,9.57,2.25
서울,국민대학교,학생부교과,임산생명공학과,4.1,4.65,7.0,2.03
서울,국민대학교,학생부교과,나노전자물리학과,9.0,2.25,8.22,2.54
서울,국민대학교,학생부교과,응용화학부 나노소재전공,4.9,2.11,6.13,2.15
서울,국민대학교,학생부교과,응용화학부 바이오의약전공,3.86,2.7,9.83,1.65
서울,국민대학교,학생부교과,식품영양학과,5.29,1.86,7.4,2.19
서울,국민대학교,학생부교과,정보보안암호수학과,7.56,2.22,7.63,2.32
서울,국민대학교,학생부교과,융합바이오공학과,5.13,1.84,5.86,1.95
서울,국민대학교,학생부교과,소프트웨어학부,8.54,2.06,5.91,2.3
서울,국민대학교,학생부교과,인공지능학부,5.92,2.26,12.82,2.22
서울,국민대학교,학생부교과,건축학부,4.82,1.98,7.07,2.19
서울,국민대학교,학생부교과,자동차모빌리티대학,5.0,2.15,5.21,2.26
서울,국민대학교,학생부교과,미래모빌리티학과,4.75,2.23,6.0,2.21
서울,국민대학교,학생부교과,# 인문기술융합학부 자유전공(A),,,,
서울,국민대학교,학생부교과,# 인문기술융합학부 자유전공(B),,,,
서울,국민대학교,학생부교과,# 인문기술융합학부 미래융합전공(A),,,,
서울,국민대학교,학생부교과,# 인문기술융합학부 미래융합전공(B),,,,
서울,국민대학교,학생부종합,한국어문학부 국어국문학전공,15.25,2.88,8.5,2.84
서울,국민대학교,학생부종합,한국어문학부 글로벌한국어전공,,,,
서울,국민대학교,학생부종합,영어영문학부,18.15,2.93,10.53,3.38
서울,국민대학교,학생부종합,중어중문학과,18.66,4.29,15.33,4.58
서울,국민대학교,학생부종합,한국역사학과,13.9,2.73,10.73,2.83
서울,국민대학교,학생부종합,행정학과,12.0,2.58,5.24,2.69
서울,국민대학교,학생부종합,정치외교학과,11.55,2.56,8.43,2.64
서울,국민대학교,학생부종합,사회학과,23.0,2.6,12.5,2.84
서울,국민대학교,학생부종합,미디어광고학부 미디어전공,22.66,2.46,17.33,2.53
서울,국민대학교,학생부종합,미디어광고학부 광고홍보학전공,32.14,2.72,51.86,2.77
서울,국민대학교,학생부종합,교육학과,27.42,2.58,21.56,2.7
서울,국민대학교,학생부종합,러시아유라시아학과,15.66,3.56,14.14,3.44
서울,국민대학교,학생부종합,동아시아국제학부,13.33,3.06,15.43,2.98
서울,국민대학교,학생부종합,법학부,11.81,2.86,7.28,2.89
서울,국민대학교,학생부종합,경제학과,12.72,2.82,7.15,2.88
서울,국민대학교,학생부종합,국제통상학과,15.9,2.94,9.6,3.03
서울,국민대학교,학생부종합,경영학부 경영학전공,20.5,2.92,14.48,2.61
서울,국민대학교,학생부종합,경영학부 글로벌경영전공,30.8,5.28,19.2,5.45
서울,국민대학교,학생부종합,경영정보학부,13.6,3.09,13.0,2.74
서울,국민대학교,학생부종합,AI빅데이터융합 경영학과,15.0,3.09,9.42,2.92
서울,국민대학교,학생부종합,경영정보학부(자연),14.8,4.17,13.0,3.3
서울,국민대학교,학생부종합,AI빅데이터융합 경영학과(자연),14.66,2.75,7.0,3.05
서울,국민대학교,학생부종합,신소재공학부 에너지모빌리티재료전공,12.41,3.14,4.73,3.18
서울,국민대학교,학생부종합,신소재공학부 전자화학재료전공,16.16,2.61,7.93,2.89
서울,국민대학교,학생부종합,기계공학부,14.81,3.15,5.39,3.54
서울,국민대학교,학생부종합,건설시스템공학부,13.2,3.31,5.6,3.4
서울,국민대학교,학생부종합,전자공학부 지능형반도체융합전자전공,11.07,3.06,5.42,3.08
서울,국민대학교,학생부종합,전자공학부 지능형ICT융합전공,12.15,3.17,,
서울,국민대학교,학생부종합,전자공학부 모빌리티전력전자융합전공,10.71,3.08,4.67,3.14
서울,국민대학교,학생부종합,산림환경시스템학과,25.0,2.76,10.44,2.86
서울,국민대학교,학생부종합,임산생명공학과,31.0,2.75,9.3,2.97
서울,국민대학교,학생부종합,나노전자물리학과,11.87,3.04,4.55,3.24
서울,국민대학교,학생부종합,응용화학부 나노소재전공,18.37,2.76,8.69,2.8
서울,국민대학교,학생부종합,응용화학부 바이오의약전공,21.42,2.17,10.18,2.28
서울,국민대학교,학생부종합,식품영양학과,31.42,2.82,13.2,3.05
서울,국민대학교,학생부종합,정보보안암호수학과,12.0,2.93,5.75,3.0
서울,국민대학교,학생부종합,융합바이오공학과,43.0,2.69,22.36,2.9
서울,국민대학교,학생부종합,소프트웨어학부,24.6,2.97,14.24,3.15
서울,국민대학교,학생부종합,인공지능학부,35.09,3.32,17.77,3.63
서울,국민대학교,학생부종합,건축학부,21.15,2.68,13.89,2.99
서울,국민대학교,학생부종합,자동차모빌리티대학,9.9,2.98,3.78,3.19
서울,국민대학교,학생부종합,미래모빌리티학과,9.83,2.99,7.88,2.91
서울,국민대학교,학생부종합,시각디자인학과,38.8,3.03,46.71,2.53
서울,국민대학교,학생부종합,AI디자인학과,22.93,2.87,22.3,3.04
서울,국민대학교,학생부종합,스포츠건강재활학과,46.37,3.49,30.63,3.61
서울,국민대학교,학생부종합,한국어문학부 국어국문학전공,7.5,4.12,,
서울,국민대학교,학생부종합,영어영문학부,7.25,3.26,,
서울,국민대학교,학생부종합,중어중문학과,6.5,3.64,,
서울,국민대학교,학생부종합,한국역사학과,6.67,3.7,,
서울,국민대학교,학생부종합,행정학과,8.0,3.08,,
서울,국민대학교,학생부종합,정치외교학과,8.5,2.76,,
서울,국민대학교,학생부종합,사회학과,10.0,3.03,,
서울,국민대학교,학생부종합,미디어광고학부 미디어전공,19.0,3.61,,
서울,국민대학교,학생부종합,미디어광고학부 광고홍보학전공,17.0,미충원,,
서울,국민대학교,학생부종합,교육학과,9.0,2.59,,
서울,국민대학교,학생부종합,러시아유라시아학과,9.5,4.58,,
서울,국민대학교,학생부종합,동아시아국제학부,11.0,3.73,,
서울,국민대학교,학생부종합,법학부,7.5,3.47,,
서울,국민대학교,학생부종합,경제학과,9.67,6.27,,
서울,국민대학교,학생부종합,국제통상학과,9.67,4.23,,
서울,국민대학교,학생부종합,경영학부 경영학전공,17.4,3.04,,
서울,국민대학교,학생부종합,경영정보학부,10.67,3.84,,
서울,국민대학교,학생부종합,AI빅데이터융합 경영학과,9.5,2.04,,
서울,국민대학교,학생부종합,AI빅데이터융합 경영학과(자연),8.5,3.47,,
서울,국민대학교,학생부종합,신소재공학부 에너지모빌리티재료전공,5.67,3.9,,
서울,국민대학교,학생부종합,신소재공학부 전자화학재료전공,7.33,3.3,,
서울,국민대학교,학생부종합,기계공학부,6.78,3.97,,
서울,국민대학교,학생부종합,건설시스템공학부,8.0,4.45,,
서울,국민대학교,학생부종합,전자공학부 지능형반도체융합전자전공,6.2,4.8,,
서울,국민대학교,학생부종합,전자공학부 지능형ICT융합전공,7.25,3.31,,
서울,국민대학교,학생부종합,전자공학부 모빌리티전력전자융합전공,7.0,3.27,,
서울,국민대학교,학생부종합,산림환경시스템학과,8.5,3.23,,
서울,국민대학교,학생부종합,임산생명공학과,9.0,2.3,,
서울,국민대학교,학생부종합,나노전자물리학과,5.5,5.34,,
서울,국민대학교,학생부종합,응용화학부 나노소재전공,7.0,2.95,,
서울,국민대학교,학생부종합,응용화학부 바이오의약전공,9.5,2.62,,
서울,국민대학교,학생부종합,식품영양학과,19.5,2.98,,
서울,국민대학교,학생부종합,정보보안암호수학과,7.5,3.78,,
서울,국민대학교,학생부종합,융합바이오공학과,,,,
서울,국민대학교,학생부종합,소프트웨어학부,12.4,3.25,,
서울,국민대학교,학생부종합,인공지능학부,11.67,2.45,,
서울,국민대학교,학생부종합,건축학부,14.0,3.63,,
서울,국민대학교,학생부종합,자동차모빌리티대학,6.0,1.33,,
서울,국민대학교,학생부종합,미래모빌리티학과,6.5,2.05,,
서울,국민대학교,학생부종합,한국어문학부 국어국문학전공,12.0,2.62,,
서울,국민대학교,학생부종합,영어영문학부,8.33,3.32,,
서울,국민대학교,학생부종합,중어중문학과,7.67,4.01,,
서울,국민대학교,학생부종합,한국역사학과,9.5,2.4,,
서울,국민대학교,학생부종합,행정학과,7.67,2.58,,
서울,국민대학교,학생부종합,정치외교학과,8.0,2.53,,
서울,국민대학교,학생부종합,사회학과,13.0,2.37,,
서울,국민대학교,학생부종합,미디어광고학부 미디어전공,12.5,2.42,,
서울,국민대학교,학생부종합,미디어광고학부 광고홍보학전공,12.5,2.42,,
서울,국민대학교,학생부종합,교육학과,15.0,2.13,,
서울,국민대학교,학생부종합,러시아유라시아학과,9.0,4.82,,
서울,국민대학교,학생부종합,동아시아국제학부,9.0,3.5,,
서울,국민대학교,학생부종합,법학부,8.4,2.61,,
서울,국민대학교,학생부종합,경제학과,10.5,2.9,,
서울,국민대학교,학생부종합,국제통상학과,6.5,2.97,,
